id;eventname;hostname;traptime;i2;e2;h2;t2;formatline;fl2
10933288;alarmACmainsTrap;RC_EV_SCF2_MT_FTO_1;"2014-10-09 22:10:57";10933344;linkDown;AC_AL_SA30_MT_FTO_1;"2014-10-09 22:11:19";"1 0";"A linkDown trap signifies that the SNMP entity, acting in 306266112"
10933288;alarmACmainsTrap;RC_EV_SCF2_MT_FTO_1;"2014-10-09 22:10:57";10933343;linkDown;AC_AL_SA30_MT_FTO_1;"2014-10-09 22:11:19";"1 0";"Link down on interface 306266112.  Admin state: $2.  Operational state: $3 "
10933029;alarmACmainsTrap;RC_EV_SCF2_MT_PLL_1;"2014-10-09 22:09:09";10933087;linkDown;AC_AL_SA30_MT_PLL_1;"2014-10-09 22:09:30";"1 0";"A linkDown trap signifies that the SNMP entity, acting in 306249728"
10933029;alarmACmainsTrap;RC_EV_SCF2_MT_PLL_1;"2014-10-09 22:09:09";10933086;linkDown;AC_AL_SA30_MT_PLL_1;"2014-10-09 22:09:30";"1 0";"A linkDown trap signifies that the SNMP entity, acting in 306249728"
10933029;alarmACmainsTrap;RC_EV_SCF2_MT_PLL_1;"2014-10-09 22:09:09";10933084;linkDown;AC_AL_SA30_MT_PLL_1;"2014-10-09 22:09:30";"1 0";"A linkDown trap signifies that the SNMP entity, acting in 306249728"
10933029;alarmACmainsTrap;RC_EV_SCF2_MT_PLL_1;"2014-10-09 22:09:09";10933083;linkDown;AC_AL_SA30_MT_PLL_1;"2014-10-09 22:09:30";"1 0";"A linkDown trap signifies that the SNMP entity, acting in 306249728"
10933029;alarmACmainsTrap;RC_EV_SCF2_MT_PLL_1;"2014-10-09 22:09:09";10933082;linkDown;AC_AL_SA30_MT_PLL_1;"2014-10-09 22:09:30";"1 0";"Link down on interface 306249728.  Admin state: $2.  Operational state: $3 "
10933029;alarmACmainsTrap;RC_EV_SCF2_MT_PLL_1;"2014-10-09 22:09:09";10933085;linkDown;AC_AL_SA30_MT_PLL_1;"2014-10-09 22:09:30";"1 0";"A linkDown trap signifies that the SNMPv2 entity, 306249728"
10933021;alarmACmainsTrap;RC_EV_SCF2_MT_PRI_1;"2014-10-09 22:09:06";10932989;linkDown;AC_AL_SA30_MT_PRI_1;"2014-10-09 22:08:54";"1 0";"A linkDown trap signifies that the SNMP entity, acting in 306315264"
10933021;alarmACmainsTrap;RC_EV_SCF2_MT_PRI_1;"2014-10-09 22:09:06";10932987;linkDown;AC_AL_SA30_MT_PRI_1;"2014-10-09 22:08:54";"1 0";"A linkDown trap signifies that the SNMPv2 entity, 306315264"
10933021;alarmACmainsTrap;RC_EV_SCF2_MT_PRI_1;"2014-10-09 22:09:06";10932988;linkDown;AC_AL_SA30_MT_PRI_1;"2014-10-09 22:08:54";"1 0";"A linkDown trap signifies that the SNMP entity, acting in 306315264"
